phrase,count
showing complete,20
showing credit,45
showing credit report,21
showing debt,60
showing funds,32
showing legal,67
showing legally,94
showing legally obligated,53
showing legally responsible,30
showing merchant,22
showing obligation,103
showing obligation originated,101
showing original,44
showing payment,54
showing payments,35
showing proof,56
showing proof address,28
showing transaction,20
showing transactions,29
showing transfer,43
showing xx,24
showing xx xx,24
shows account,56
shows balance,71
shows credit,27
shows payment,33
sided merchant,24
sign agreement,77
sign agreement legal,65
sign bonus,45
sign documents,30
signature account,20
signature complete,181
signature complete account,23
signature complete chain,23
signature complete payment,108
signature contract,113
signature contract document,101
signature delete,25
signature delete account,25
signature documentation,46
signature proof,63
signature showing,46
signature showing agreed,27
signed account,21
signed agreement,1067
signed agreement account,76
signed agreement bearing,21
signed agreement complete,557
signed agreement contract,98
signed agreement payment,22
signed agreement proof,44
signed agreements,58
signed application,39
signed contract,595
signed contract agreement,195
signed contract application,50
signed contract authoritative,58
signed contract bearing,22
signed contract complete,52
signed contracts,27
signed credit,41
signed credit agreement,23
signed document,33
signed documentation,23
signed documents,40
signed lease,66
signed lease agreement,36
signed loan,49
signed loan agreement,21
signed parties,68
signed parties did,60
signed receipt,22
signed xx,48
signed xx xx,47
significant concerns,23
significant damage,37
significant delays,24
significant disruption,26
significant distress,30
significant drop,26
significant emotional,36
significant emotional distress,26
significant financial,419
significant financial hardship,137
significant financial harm,119
significant financial loss,28
significant frustration,22
significant hardship,37
significant harm,110
significant harm credit,46
significant inconvenience,49
significant portion,36
significant stress,80
significant time,80
significantly higher,64
significantly impacted,34
significantly increased,27
significantly lower,26
similar issues,34
simply need,104
simply need proof,101
simply stating,31
simultaneously reporting,21
sincerely ca,51
single day,54
single month,31
single payment,25
single point,39
single point contact,38
single time,25
single transaction,23
sir madam,97
sir madam writing,57
situation appears,25
situation caused,329
situation caused financial,67
situation caused significant,146
situation caused unnecessary,27
situation causing,81
situation causing financial,28
situation constitutes,24
situation created,29
situation did,24
situation extremely,28
situation involves,62
situation negatively,21
situation raises,54
situation raises concerns,48
situation reflects,95
situation reflects failure,31
situation represents,20
situation requested,20
situation requesting,25
situation result,20
situation resulted,26
situation told,24
situation unacceptable,31
small business,97
small business owner,26
small claims,49
small claims court,32
social engineering,78
social media,48
social security,710
social security card,75
social security number,349
sofi bank,71
solar loan,49
solar panels,32
sold account,45
sold auction,23
sold company,24
sold debt,47
sold loan,24
sold party,24
sold transferred,46
sold vehicle,23
sold xx,30
sold xx xx,29
solely based,21
solely basis,21
solely fact,23
solely merchants,28
solutions llc,44
soon aware,64
soon possible,170
soon possible report,21
soon realized,24
source income,30
south carolina,37
speak directly,21
speak manager,53
speak representative,38
speak supervisor,155
speaking supervisor,24
specific account,96
specific date,21
specific debt,22
specific details,39
specific documentation,31
specific evidence,52
specific explanation,86
specific information,46
specific legal,35
specific payment,27
specific reason,121
specific reasons,29
specific timeline,21
specific transaction,39
specific violations,21
specifically account,35
specifically asked,90
specifically did,23
specifically provided,28
specifically regarding,24
specifically request,37
specifically requested,183
specifically requested documentation,28
specifically requesting,64
specifically section,20
specifically told,25
spending requirement,34
spent attempting,20
spent hours,108
spent hours phone,43
spent significant,31
spent significant time,28
spoke agent,32
spoke bank,21
spoke customer,49
spoke customer service,46
spoke different,26
spoke fraud,25
spoke manager,41
spoke multiple,23
spoke phone,35
spoke representative,187
spoke representative named,41
spoke representatives,32
spoke said,44
spoke stated,31
spoke supervisor,118
spoke told,40
spoke xx,37
spoke xx xx,37
spring oaks,75
spring oaks capital,74
stall tactic,25
stall tactics,48
stall tactics end,44
standard banking,20
standard reasonable,34
standard reasonable investigation,21
standard required,26
standards matches,101
standards matches data,101
standards requesting,22
standards required,22
standing collect,35
standing requesting,44
start date,41
started getting,24
started receiving,23
started xx,22
started xx xx,22
starting xx,105
starting xx xx,103
state account,24
state attorney,153
state attorney general,122
state attorney generals,27
state california,25
state consumer,46
state consumer protection,43
